pair,base_bar,signal_bar,float_pct,tp_pct,sl_pct,initial,final,total_return_pct,trades,wins,losses,win_rate_pct,max_dd_pct,profit_factor,monthly_pct,n_signals
BTC-USDT-SWAP,30m,4H,0.003,0.01,0.02,300.0,0,-100.0,2667,1863,804,69.854,101.437,0.993,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.015,0.005,300.0,0,-100.0,564,164,400,29.078,101.961,0.957,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.015,0.008,300.0,0,-100.0,137,49,88,35.766,103.046,0.866,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.015,0.01,300.0,0,-100.0,132,54,78,40.909,101.0,0.881,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.015,0.015,300.0,0,-100.0,50,23,27,46.0,104.762,0.745,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.015,0.02,300.0,0,-100.0,557,331,226,59.425,101.413,0.976,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.02,0.005,300.0,0,-100.0,63,11,52,17.46,102.29,0.67,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.02,0.008,300.0,0,-100.0,52,13,39,25.0,102.186,0.704,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.02,0.01,300.0,0,-100.0,50,15,35,30.0,100.0,0.74,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.02,0.015,300.0,0,-100.0,51,20,31,39.216,107.018,0.766,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.02,0.02,300.0,0,-100.0,51,24,27,47.059,103.754,0.804,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.03,0.005,300.0,0,-100.0,70,9,61,12.857,103.226,0.713,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.03,0.008,300.0,0,-100.0,67,13,54,19.403,104.147,0.776,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.03,0.01,300.0,0,-100.0,71,17,54,23.944,100.541,0.83,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.03,0.015,300.0,0,-100.0,52,16,36,30.769,105.769,0.806,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.03,0.02,300.0,0,-100.0,50,19,31,38.0,100.0,0.846,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.006,0.005,300.0,4599.0,1433.0,4240,2443,1797,57.618,61.0,1.133,58.81,4388
BTC-USDT-SWAP,30m,4H,0.004,0.006,0.008,300.0,10098.0,3266.0,4240,2959,1281,69.788,39.161,1.283,134.036,4388
BTC-USDT-SWAP,30m,4H,0.004,0.006,0.01,300.0,13068.0,4256.0,4240,3181,1059,75.024,52.0,1.365,174.665,4388
BTC-USDT-SWAP,30m,4H,0.004,0.006,0.015,300.0,14445.0,4715.0,4240,3455,785,81.486,41.25,1.375,193.502,4388
BTC-USDT-SWAP,30m,4H,0.004,0.006,0.02,300.0,14370.0,4690.0,4240,3605,635,85.024,44.0,1.352,192.476,4388
BTC-USDT-SWAP,30m,4H,0.004,0.008,0.005,300.0,2799.0,833.0,4240,2021,2219,47.665,89.118,1.063,34.186,4388
BTC-USDT-SWAP,30m,4H,0.004,0.008,0.008,300.0,7596.0,2432.0,4240,2537,1703,59.835,57.489,1.159,99.808,4388
BTC-USDT-SWAP,30m,4H,0.004,0.008,0.01,300.0,9474.0,3058.0,4240,2761,1479,65.118,47.297,1.188,125.499,4388
BTC-USDT-SWAP,30m,4H,0.004,0.008,0.015,300.0,11163.0,3621.0,4240,3107,1133,73.278,41.374,1.2,148.605,4388
BTC-USDT-SWAP,30m,4H,0.004,0.008,0.02,300.0,10464.0,3388.0,4240,3301,939,77.854,49.0,1.172,139.042,4388
BTC-USDT-SWAP,30m,4H,0.004,0.01,0.005,300.0,0,-100.0,180,65,115,36.111,103.759,0.848,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.01,0.008,300.0,0,-100.0,702,345,357,49.145,102.062,0.966,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.01,0.01,300.0,3960.0,1220.0,4240,2393,1847,56.439,80.861,1.06,50.068,4388
BTC-USDT-SWAP,30m,4H,0.004,0.01,0.015,300.0,4905.0,1535.0,4240,2775,1465,65.448,73.356,1.065,62.996,4388
BTC-USDT-SWAP,30m,4H,0.004,0.01,0.02,300.0,0,-100.0,2707,1891,816,69.856,101.104,0.993,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.015,0.005,300.0,0,-100.0,134,35,99,26.119,102.5,0.825,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.015,0.008,300.0,0,-100.0,132,47,85,35.606,103.182,0.86,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.015,0.01,300.0,0,-100.0,137,56,81,40.876,102.5,0.88,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.015,0.015,300.0,0,-100.0,603,318,285,52.736,101.311,0.976,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.015,0.02,300.0,0,-100.0,559,332,227,59.392,102.603,0.975,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.02,0.005,300.0,0,-100.0,51,8,43,15.686,104.58,0.589,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.02,0.008,300.0,0,-100.0,52,13,39,25.0,102.186,0.704,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.02,0.01,300.0,0,-100.0,12,1,11,8.333,102.0,0.157,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.02,0.015,300.0,0,-100.0,48,19,29,39.583,101.316,0.778,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.02,0.02,300.0,0,-100.0,49,23,26,46.939,103.557,0.8,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.03,0.005,300.0,0,-100.0,52,6,46,11.538,101.29,0.63,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.03,0.008,300.0,0,-100.0,58,11,47,18.966,102.235,0.754,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.03,0.01,300.0,0,-100.0,13,1,12,7.692,103.0,0.22,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.03,0.015,300.0,0,-100.0,15,3,12,20.0,105.0,0.453,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.004,0.03,0.02,300.0,0,-100.0,15,4,11,26.667,113.889,0.502,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.005,0.006,0.005,300.0,5787.0,1829.0,4229,2473,1756,58.477,53.036,1.174,75.062,4388
BTC-USDT-SWAP,30m,4H,0.005,0.006,0.008,300.0,10815.0,3505.0,4229,2969,1260,70.206,38.0,1.309,143.844,4388
BTC-USDT-SWAP,30m,4H,0.005,0.006,0.01,300.0,12759.0,4153.0,4229,3167,1062,74.888,27.778,1.356,170.438,4388
BTC-USDT-SWAP,30m,4H,0.005,0.006,0.015,300.0,14973.0,4891.0,4229,3455,774,81.698,23.118,1.395,200.725,4388
BTC-USDT-SWAP,30m,4H,0.005,0.006,0.02,300.0,14595.0,4765.0,4229,3599,630,85.103,28.743,1.36,195.554,4388
BTC-USDT-SWAP,30m,4H,0.005,0.008,0.005,300.0,0,-100.0,630,283,347,44.921,100.433,0.951,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.005,0.008,0.008,300.0,8277.0,2659.0,4229,2545,1684,60.18,50.874,1.175,109.124,4388
BTC-USDT-SWAP,30m,4H,0.005,0.008,0.01,300.0,9675.0,3125.0,4229,2758,1471,65.216,45.773,1.193,128.249,4388
BTC-USDT-SWAP,30m,4H,0.005,0.008,0.015,300.0,11760.0,3820.0,4229,3108,1121,73.493,39.272,1.213,156.772,4388
