pair,mode,signal_bar,float_pct,tp_pct,sl_pct,confirm,min_amp,max_amp,initial,final,total_return_pct,trades,wins,losses,win_rate_pct,max_dd_pct,profit_factor,monthly_pct,n_signals,y2024_end,y2024_pnl_pct,y2025_end,y2025_pnl_pct,y2026_end,y2026_pnl_pct
BTC-USDT-SWAP,reversal,4H,0.005,0.008,0.025,1,0.0,10.0,148.0,5.44,-96.33,1269,750,519,59.1,99.77,0.99,-3.953,4388,385.11,160.21,9.33,-97.58,5.44,-41.67
BTC-USDT-SWAP,reversal,4H,0.005,0.008,0.03,1,0.0,10.0,148.0,12.0,-91.89,1269,754,515,59.42,99.72,0.995,-3.771,4388,738.77,399.17,28.57,-96.13,12.0,-58.01
BTC-USDT-SWAP,reversal,4H,0.005,0.01,0.01,1,0.0,10.0,148.0,0.0,-100.0,1269,607,662,47.83,100.0,0.926,-4.104,4388,52.48,-64.54,0.06,-99.89,0.0,-98.94
BTC-USDT-SWAP,reversal,4H,0.005,0.01,0.015,1,0.0,10.0,148.0,0.0,-100.0,1269,632,637,49.8,100.0,0.935,-4.104,4388,64.99,-56.08,0.04,-99.94,0.0,-98.88
BTC-USDT-SWAP,reversal,4H,0.005,0.01,0.02,1,0.0,10.0,148.0,0.0,-100.0,1269,634,635,49.96,100.0,0.945,-4.104,4388,84.07,-43.2,0.02,-99.98,0.0,-99.22
BTC-USDT-SWAP,reversal,4H,0.005,0.01,0.025,1,0.0,10.0,148.0,0.0,-100.0,1269,638,631,50.28,100.0,0.937,-4.104,4388,58.93,-60.18,0.02,-99.96,0.0,-98.79
BTC-USDT-SWAP,reversal,4H,0.005,0.01,0.03,1,0.0,10.0,148.0,0.0,-100.0,1269,640,629,50.43,100.0,0.961,-4.104,4388,138.68,-6.3,0.08,-99.94,0.0,-99.09
BTC-USDT-SWAP,reversal,4H,0.005,0.015,0.01,1,0.0,10.0,148.0,0.0,-100.0,1269,518,751,40.82,100.0,0.808,-4.104,4388,7.63,-94.85,0.0,-100.0,0.0,-99.98
BTC-USDT-SWAP,reversal,4H,0.005,0.015,0.015,1,0.0,10.0,148.0,0.0,-100.0,1269,538,731,42.4,100.0,0.746,-4.104,4388,2.49,-98.32,0.0,-100.0,0.0,-99.96
BTC-USDT-SWAP,reversal,4H,0.005,0.015,0.02,1,0.0,10.0,148.0,0.0,-100.0,1269,542,727,42.71,100.0,0.712,-4.104,4388,1.68,-98.86,0.0,-100.0,0.0,-99.98
BTC-USDT-SWAP,reversal,4H,0.005,0.015,0.025,1,0.0,10.0,148.0,0.0,-100.0,1269,544,725,42.87,100.0,0.687,-4.104,4388,0.61,-99.59,0.0,-100.0,0.0,-99.98
BTC-USDT-SWAP,reversal,4H,0.005,0.015,0.03,1,0.0,10.0,148.0,0.0,-100.0,1269,546,723,43.03,100.0,0.724,-4.104,4388,2.05,-98.61,0.0,-100.0,0.0,-99.99
BTC-USDT-SWAP,reversal,4H,0.005,0.02,0.01,1,0.0,10.0,148.0,0.0,-100.0,1269,490,779,38.61,100.0,0.736,-4.104,4388,2.79,-98.11,0.0,-100.0,0.0,-99.99
BTC-USDT-SWAP,reversal,4H,0.005,0.02,0.015,1,0.0,10.0,148.0,0.0,-100.0,1269,514,755,40.5,100.0,0.671,-4.104,4388,0.83,-99.44,0.0,-100.0,0.0,-99.99
BTC-USDT-SWAP,reversal,4H,0.005,0.02,0.02,1,0.0,10.0,148.0,0.0,-100.0,1269,520,749,40.98,100.0,0.641,-4.104,4388,0.8,-99.46,0.0,-100.0,0.0,-99.99
BTC-USDT-SWAP,reversal,4H,0.005,0.02,0.025,1,0.0,10.0,148.0,0.0,-100.0,1269,521,748,41.06,100.0,0.623,-4.104,4388,0.29,-99.81,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.005,0.02,0.03,1,0.0,10.0,148.0,0.0,-100.0,1269,523,746,41.21,100.0,0.651,-4.104,4388,0.97,-99.34,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.005,0.03,0.01,1,0.0,10.0,148.0,0.0,-100.0,1269,483,786,38.06,100.0,0.649,-4.104,4388,1.3,-99.12,0.0,-100.0,0.0,-99.99
BTC-USDT-SWAP,reversal,4H,0.005,0.03,0.015,1,0.0,10.0,148.0,0.0,-100.0,1269,505,764,39.8,100.0,0.575,-4.104,4388,0.34,-99.77,0.0,-100.0,0.0,-99.99
BTC-USDT-SWAP,reversal,4H,0.005,0.03,0.02,1,0.0,10.0,148.0,0.0,-100.0,1269,512,757,40.35,100.0,0.584,-4.104,4388,0.46,-99.69,0.0,-100.0,0.0,-100.0
